Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	collection_date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Host	Instrument	isolation_source	lat_lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	participant_id	Platform	ReleaseDate	Sample Name	SRA Study	variable_region
SRR13985778	AMPLICON	499	21565105	PRJNA715083	SAMN18326345	Metagenome or environmental	12414487	CYKINSO INC	8/15/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363292	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0116_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	116	ILLUMINA	2021-05-01T00:00:00Z	0116_V1V2	SRP311006	V1V2
SRR13985779	AMPLICON	499	20161003	PRJNA715083	SAMN18326344	Metagenome or environmental	11482821	CYKINSO INC	8/8/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363291	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0115_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	115	ILLUMINA	2021-05-01T00:00:00Z	0115_V1V2	SRP311006	V1V2
SRR13985780	AMPLICON	499	21190056	PRJNA715083	SAMN18326343	Metagenome or environmental	12099757	CYKINSO INC	7/28/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363290	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0114_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	114	ILLUMINA	2021-05-01T00:00:00Z	0114_V1V2	SRP311006	V1V2
SRR13985781	AMPLICON	498	35938766	PRJNA715083	SAMN18326342	Metagenome or environmental	20731511	CYKINSO INC	7/29/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363289	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0113_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	113	ILLUMINA	2021-05-01T00:00:00Z	0113_V1V2	SRP311006	V1V2
SRR13985783	AMPLICON	499	37860995	PRJNA715083	SAMN18326340	Metagenome or environmental	21822959	CYKINSO INC	9/7/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363287	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0111_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	111	ILLUMINA	2021-05-01T00:00:00Z	0111_V1V2	SRP311006	V1V2
SRR13985784	AMPLICON	499	23161872	PRJNA715083	SAMN18326241	Metagenome or environmental	13290798	CYKINSO INC	9/9/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363286	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0012_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	12	ILLUMINA	2021-05-01T00:00:00Z	0012_V1V2	SRP311006	V1V2
SRR13985786	AMPLICON	499	26688004	PRJNA715083	SAMN18326338	Metagenome or environmental	15062868	CYKINSO INC	7/27/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363284	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0109_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	109	ILLUMINA	2021-05-01T00:00:00Z	0109_V1V2	SRP311006	V1V2
SRR13985788	AMPLICON	499	21018545	PRJNA715083	SAMN18326336	Metagenome or environmental	11887760	CYKINSO INC	8/10/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363282	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0107_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	107	ILLUMINA	2021-05-01T00:00:00Z	0107_V1V2	SRP311006	V1V2
SRR13985789	AMPLICON	498	18820390	PRJNA715083	SAMN18326335	Metagenome or environmental	11037727	CYKINSO INC	8/12/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363281	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0106_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	106	ILLUMINA	2021-05-01T00:00:00Z	0106_V1V2	SRP311006	V1V2
SRR13985790	AMPLICON	499	19812948	PRJNA715083	SAMN18326334	Metagenome or environmental	11254108	CYKINSO INC	7/21/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363280	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0105_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	105	ILLUMINA	2021-05-01T00:00:00Z	0105_V1V2	SRP311006	V1V2
SRR13985791	AMPLICON	498	18393298	PRJNA715083	SAMN18326333	Metagenome or environmental	10492644	CYKINSO INC	8/15/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363279	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0104_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	104	ILLUMINA	2021-05-01T00:00:00Z	0104_V1V2	SRP311006	V1V2
SRR13985792	AMPLICON	498	25657124	PRJNA715083	SAMN18326332	Metagenome or environmental	14583485	CYKINSO INC	8/1/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363278	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0103_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	103	ILLUMINA	2021-05-01T00:00:00Z	0103_V1V2	SRP311006	V1V2
SRR13985793	AMPLICON	499	20520828	PRJNA715083	SAMN18326329	Metagenome or environmental	11666404	CYKINSO INC	9/9/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363277	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0100_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	100	ILLUMINA	2021-05-01T00:00:00Z	0100_V1V2	SRP311006	V1V2
SRR13985794	AMPLICON	499	23314685	PRJNA715083	SAMN18326331	Metagenome or environmental	13538616	CYKINSO INC	9/8/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363498	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0102_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	102	ILLUMINA	2021-05-01T00:00:00Z	0102_V1V2	SRP311006	V1V2
SRR13985795	AMPLICON	498	29519933	PRJNA715083	SAMN18326328	Metagenome or environmental	16876550	CYKINSO INC	9/10/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363276	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0099_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	99	ILLUMINA	2021-05-01T00:00:00Z	0099_V1V2	SRP311006	V1V2
SRR13985796	AMPLICON	499	30843263	PRJNA715083	SAMN18326327	Metagenome or environmental	17635345	CYKINSO INC	9/10/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363275	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0098_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	98	ILLUMINA	2021-05-01T00:00:00Z	0098_V1V2	SRP311006	V1V2
SRR13985797	AMPLICON	499	20860237	PRJNA715083	SAMN18326326	Metagenome or environmental	11906983	CYKINSO INC	8/9/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363274	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0097_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	97	ILLUMINA	2021-05-01T00:00:00Z	0097_V1V2	SRP311006	V1V2
SRR13985798	AMPLICON	498	29583816	PRJNA715083	SAMN18326325	Metagenome or environmental	16868682	CYKINSO INC	8/5/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363273	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0096_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	96	ILLUMINA	2021-05-01T00:00:00Z	0096_V1V2	SRP311006	V1V2
SRR13985800	AMPLICON	498	22317391	PRJNA715083	SAMN18326323	Metagenome or environmental	12732058	CYKINSO INC	8/2/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363271	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0094_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	94	ILLUMINA	2021-05-01T00:00:00Z	0094_V1V2	SRP311006	V1V2
SRR13985802	AMPLICON	499	19266023	PRJNA715083	SAMN18326321	Metagenome or environmental	10970769	CYKINSO INC	8/3/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363269	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0092_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	92	ILLUMINA	2021-05-01T00:00:00Z	0092_V1V2	SRP311006	V1V2
SRR13985804	AMPLICON	498	18846233	PRJNA715083	SAMN18326239	Metagenome or environmental	11480833	CYKINSO INC	9/9/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363267	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0010_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	10	ILLUMINA	2021-05-01T00:00:00Z	0010_V1V2	SRP311006	V1V2
SRR13985806	AMPLICON	499	28512377	PRJNA715083	SAMN18326318	Metagenome or environmental	16585192	CYKINSO INC	7/28/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363265	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0089_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	89	ILLUMINA	2021-05-01T00:00:00Z	0089_V1V2	SRP311006	V1V2
SRR13985810	AMPLICON	498	30964429	PRJNA715083	SAMN18326314	Metagenome or environmental	17763660	CYKINSO INC	7/25/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363261	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0085_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	85	ILLUMINA	2021-05-01T00:00:00Z	0085_V1V2	SRP311006	V1V2
SRR13985811	AMPLICON	498	25015285	PRJNA715083	SAMN18326313	Metagenome or environmental	14295886	CYKINSO INC	9/10/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363260	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0084_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	84	ILLUMINA	2021-05-01T00:00:00Z	0084_V1V2	SRP311006	V1V2
SRR13985812	AMPLICON	499	23912671	PRJNA715083	SAMN18326312	Metagenome or environmental	13979898	CYKINSO INC	9/9/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363259	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0083_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	83	ILLUMINA	2021-05-01T00:00:00Z	0083_V1V2	SRP311006	V1V2
SRR13985813	AMPLICON	498	26273033	PRJNA715083	SAMN18326311	Metagenome or environmental	15106172	CYKINSO INC	9/8/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363150	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0082_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	82	ILLUMINA	2021-05-01T00:00:00Z	0082_V1V2	SRP311006	V1V2
SRR13985815	AMPLICON	499	22787488	PRJNA715083	SAMN18326253	Metagenome or environmental	13041145	CYKINSO INC	7/20/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363256	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0024_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	24	ILLUMINA	2021-05-01T00:00:00Z	0024_V1V2	SRP311006	V1V2
SRR13985826	AMPLICON	499	19029069	PRJNA715083	SAMN18326252	Metagenome or environmental	10807438	CYKINSO INC	7/20/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363245	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0023_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	23	ILLUMINA	2021-05-01T00:00:00Z	0023_V1V2	SRP311006	V1V2
SRR13985837	AMPLICON	498	19101449	PRJNA715083	SAMN18326251	Metagenome or environmental	11220324	CYKINSO INC	7/28/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363234	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0022_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	22	ILLUMINA	2021-05-01T00:00:00Z	0022_V1V2	SRP311006	V1V2
SRR13985848	AMPLICON	499	23862617	PRJNA715083	SAMN18326250	Metagenome or environmental	15036890	CYKINSO INC	8/1/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363223	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0021_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	21	ILLUMINA	2021-05-01T00:00:00Z	0021_V1V2	SRP311006	V1V2
SRR13985849	AMPLICON	499	21058590	PRJNA715083	SAMN18326232	Metagenome or environmental	12143601	CYKINSO INC	8/2/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363457	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0003_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	3	ILLUMINA	2021-05-01T00:00:00Z	0003_V1V2	SRP311006	V1V2
SRR13985854	AMPLICON	498	21990978	PRJNA715083	SAMN18326256	Metagenome or environmental	12685760	CYKINSO INC	8/28/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363217	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0027_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	27	ILLUMINA	2021-05-01T00:00:00Z	0027_V1V2	SRP311006	V1V2
SRR13985893	AMPLICON	498	22973299	PRJNA715083	SAMN18326259	Metagenome or environmental	13333417	CYKINSO INC	8/12/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363178	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0030_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	30	ILLUMINA	2021-05-01T00:00:00Z	0030_V1V2	SRP311006	V1V2
SRR13985915	AMPLICON	498	20005313	PRJNA715083	SAMN18326257	Metagenome or environmental	11722346	CYKINSO INC	9/8/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363156	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0028_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	28	ILLUMINA	2021-05-01T00:00:00Z	0028_V1V2	SRP311006	V1V2
SRR13985922	AMPLICON	498	23092456	PRJNA715083	SAMN18326310	Metagenome or environmental	13477537	CYKINSO INC	8/5/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363149	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0081_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	81	ILLUMINA	2021-05-01T00:00:00Z	0081_V1V2	SRP311006	V1V2
SRR13985923	AMPLICON	499	24615383	PRJNA715083	SAMN18326238	Metagenome or environmental	14180301	CYKINSO INC	8/15/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363148	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0009_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	9	ILLUMINA	2021-05-01T00:00:00Z	0009_V1V2	SRP311006	V1V2
SRR13985924	AMPLICON	499	22810814	PRJNA715083	SAMN18326309	Metagenome or environmental	13220228	CYKINSO INC	8/21/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363147	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0080_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	80	ILLUMINA	2021-05-01T00:00:00Z	0080_V1V2	SRP311006	V1V2
SRR13985926	AMPLICON	498	19346362	PRJNA715083	SAMN18326307	Metagenome or environmental	11147726	CYKINSO INC	7/20/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363145	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0078_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	78	ILLUMINA	2021-05-01T00:00:00Z	0078_V1V2	SRP311006	V1V2
SRR13985928	AMPLICON	498	19366113	PRJNA715083	SAMN18326305	Metagenome or environmental	11239917	CYKINSO INC	7/31/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363143	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0076_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	76	ILLUMINA	2021-05-01T00:00:00Z	0076_V1V2	SRP311006	V1V2
SRR13985930	AMPLICON	499	19560783	PRJNA715083	SAMN18326303	Metagenome or environmental	11133158	CYKINSO INC	8/10/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363141	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0074_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	74	ILLUMINA	2021-05-01T00:00:00Z	0074_V1V2	SRP311006	V1V2
SRR13985932	AMPLICON	498	26525387	PRJNA715083	SAMN18326301	Metagenome or environmental	15048328	CYKINSO INC	8/8/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363139	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0072_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	72	ILLUMINA	2021-05-01T00:00:00Z	0072_V1V2	SRP311006	V1V2
SRR13985933	AMPLICON	499	19495247	PRJNA715083	SAMN18326300	Metagenome or environmental	11195975	CYKINSO INC	8/12/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363138	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0071_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	71	ILLUMINA	2021-05-01T00:00:00Z	0071_V1V2	SRP311006	V1V2
SRR13985934	AMPLICON	499	21763374	PRJNA715083	SAMN18326237	Metagenome or environmental	12373803	CYKINSO INC	8/2/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363137	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0008_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	8	ILLUMINA	2021-05-01T00:00:00Z	0008_V1V2	SRP311006	V1V2
SRR13985936	AMPLICON	498	20385410	PRJNA715083	SAMN18326298	Metagenome or environmental	11962674	CYKINSO INC	8/1/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363135	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0069_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	69	ILLUMINA	2021-05-01T00:00:00Z	0069_V1V2	SRP311006	V1V2
SRR13985937	AMPLICON	498	20895466	PRJNA715083	SAMN18326297	Metagenome or environmental	12209700	CYKINSO INC	8/12/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363134	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0068_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	68	ILLUMINA	2021-05-01T00:00:00Z	0068_V1V2	SRP311006	V1V2
SRR13985938	AMPLICON	498	19665352	PRJNA715083	SAMN18326296	Metagenome or environmental	11752299	CYKINSO INC	8/9/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363133	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0067_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	67	ILLUMINA	2021-05-01T00:00:00Z	0067_V1V2	SRP311006	V1V2
SRR13985939	AMPLICON	498	30706352	PRJNA715083	SAMN18326295	Metagenome or environmental	17854108	CYKINSO INC	9/7/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363132	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0066_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	66	ILLUMINA	2021-05-01T00:00:00Z	0066_V1V2	SRP311006	V1V2
SRR13985940	AMPLICON	498	25341064	PRJNA715083	SAMN18326294	Metagenome or environmental	14477721	CYKINSO INC	9/10/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363131	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0065_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	65	ILLUMINA	2021-05-01T00:00:00Z	0065_V1V2	SRP311006	V1V2
SRR13985941	AMPLICON	499	41048456	PRJNA715083	SAMN18326293	Metagenome or environmental	23773786	CYKINSO INC	9/7/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363130	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0064_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	64	ILLUMINA	2021-05-01T00:00:00Z	0064_V1V2	SRP311006	V1V2
SRR13985942	AMPLICON	498	25150686	PRJNA715083	SAMN18326292	Metagenome or environmental	14920538	CYKINSO INC	9/7/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363129	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0063_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	63	ILLUMINA	2021-05-01T00:00:00Z	0063_V1V2	SRP311006	V1V2
SRR13985943	AMPLICON	498	25402177	PRJNA715083	SAMN18326291	Metagenome or environmental	14549029	CYKINSO INC	9/8/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363128	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0062_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	62	ILLUMINA	2021-05-01T00:00:00Z	0062_V1V2	SRP311006	V1V2
SRR13985944	AMPLICON	498	25281238	PRJNA715083	SAMN18326290	Metagenome or environmental	14406974	CYKINSO INC	9/9/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363127	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0061_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	61	ILLUMINA	2021-05-01T00:00:00Z	0061_V1V2	SRP311006	V1V2
SRR13985945	AMPLICON	498	19499333	PRJNA715083	SAMN18326236	Metagenome or environmental	11192290	CYKINSO INC	8/12/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363126	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0007_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	7	ILLUMINA	2021-05-01T00:00:00Z	0007_V1V2	SRP311006	V1V2
SRR13985946	AMPLICON	499	22660023	PRJNA715083	SAMN18326289	Metagenome or environmental	13232083	CYKINSO INC	9/8/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363125	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0060_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	60	ILLUMINA	2021-05-01T00:00:00Z	0060_V1V2	SRP311006	V1V2
SRR13985948	AMPLICON	499	21328235	PRJNA715083	SAMN18326287	Metagenome or environmental	12297036	CYKINSO INC	8/12/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363123	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0058_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	58	ILLUMINA	2021-05-01T00:00:00Z	0058_V1V2	SRP311006	V1V2
SRR13985950	AMPLICON	499	22936597	PRJNA715083	SAMN18326285	Metagenome or environmental	13049977	CYKINSO INC	7/27/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363121	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0056_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	56	ILLUMINA	2021-05-01T00:00:00Z	0056_V1V2	SRP311006	V1V2
SRR13985951	AMPLICON	499	22193258	PRJNA715083	SAMN18326284	Metagenome or environmental	12905307	CYKINSO INC	7/28/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363120	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0055_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	55	ILLUMINA	2021-05-01T00:00:00Z	0055_V1V2	SRP311006	V1V2
SRR13985952	AMPLICON	499	21304746	PRJNA715083	SAMN18326283	Metagenome or environmental	12096884	CYKINSO INC	8/15/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363119	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0054_V1V2	PAIRED	PCR	METAGENOMIC	gut metagenome	54	ILLUMINA	2021-05-01T00:00:00Z	0054_V1V2	SRP311006	V1V2
