Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	collection_date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Host	Instrument	isolation_source	lat_lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	participant_id	Platform	ReleaseDate	Sample Name	SRA Study	variable_region
SRR13985868	AMPLICON	602	32829468	PRJNA715083	SAMN18326477	Metagenome or environmental	20758770	CYKINSO INC	7/27/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363203	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0056_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	56	ILLUMINA	2021-05-01T00:00:00Z	0056_V3V4	SRP311006	V3V4
SRR13985869	AMPLICON	602	20405994	PRJNA715083	SAMN18326476	Metagenome or environmental	12803054	CYKINSO INC	7/28/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363202	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0055_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	55	ILLUMINA	2021-05-01T00:00:00Z	0055_V3V4	SRP311006	V3V4
SRR13985870	AMPLICON	602	26658366	PRJNA715083	SAMN18326475	Metagenome or environmental	16577081	CYKINSO INC	8/15/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363201	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0054_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	54	ILLUMINA	2021-05-01T00:00:00Z	0054_V3V4	SRP311006	V3V4
SRR13985871	AMPLICON	602	33501300	PRJNA715083	SAMN18326474	Metagenome or environmental	21498734	CYKINSO INC	9/8/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363200	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0053_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	53	ILLUMINA	2021-05-01T00:00:00Z	0053_V3V4	SRP311006	V3V4
SRR13985872	AMPLICON	602	36325884	PRJNA715083	SAMN18326473	Metagenome or environmental	22517258	CYKINSO INC	8/8/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363199	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0052_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	52	ILLUMINA	2021-05-01T00:00:00Z	0052_V3V4	SRP311006	V3V4
SRR13985873	AMPLICON	602	33549460	PRJNA715083	SAMN18326472	Metagenome or environmental	20537813	CYKINSO INC	7/28/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363198	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0051_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	51	ILLUMINA	2021-05-01T00:00:00Z	0051_V3V4	SRP311006	V3V4
SRR13985874	AMPLICON	602	28494466	PRJNA715083	SAMN18326471	Metagenome or environmental	17690932	CYKINSO INC	9/10/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363197	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0050_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	50	ILLUMINA	2021-05-01T00:00:00Z	0050_V3V4	SRP311006	V3V4
SRR13985875	AMPLICON	602	25367076	PRJNA715083	SAMN18326470	Metagenome or environmental	15918234	CYKINSO INC	7/25/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363196	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0049_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	49	ILLUMINA	2021-05-01T00:00:00Z	0049_V3V4	SRP311006	V3V4
SRR13985877	AMPLICON	602	26064192	PRJNA715083	SAMN18326469	Metagenome or environmental	16457739	CYKINSO INC	8/9/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363194	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0048_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	48	ILLUMINA	2021-05-01T00:00:00Z	0048_V3V4	SRP311006	V3V4
SRR13985878	AMPLICON	602	26448870	PRJNA715083	SAMN18326468	Metagenome or environmental	16719505	CYKINSO INC	9/8/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363193	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0047_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	47	ILLUMINA	2021-05-01T00:00:00Z	0047_V3V4	SRP311006	V3V4
SRR13985880	AMPLICON	602	25952822	PRJNA715083	SAMN18326466	Metagenome or environmental	16125563	CYKINSO INC	9/7/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363191	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0045_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	45	ILLUMINA	2021-05-01T00:00:00Z	0045_V3V4	SRP311006	V3V4
SRR13985881	AMPLICON	602	37873024	PRJNA715083	SAMN18326465	Metagenome or environmental	23684847	CYKINSO INC	8/24/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363190	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0044_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	44	ILLUMINA	2021-05-01T00:00:00Z	0044_V3V4	SRP311006	V3V4
SRR13985882	AMPLICON	602	39156488	PRJNA715083	SAMN18326464	Metagenome or environmental	23915248	CYKINSO INC	8/17/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363189	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0043_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	43	ILLUMINA	2021-05-01T00:00:00Z	0043_V3V4	SRP311006	V3V4
SRR13985883	AMPLICON	602	27428324	PRJNA715083	SAMN18326463	Metagenome or environmental	17151884	CYKINSO INC	8/12/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363188	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0042_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	42	ILLUMINA	2021-05-01T00:00:00Z	0042_V3V4	SRP311006	V3V4
SRR13985884	AMPLICON	602	22109654	PRJNA715083	SAMN18326462	Metagenome or environmental	14311726	CYKINSO INC	8/15/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363187	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0041_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	41	ILLUMINA	2021-05-01T00:00:00Z	0041_V3V4	SRP311006	V3V4
SRR13985885	AMPLICON	602	27324780	PRJNA715083	SAMN18326461	Metagenome or environmental	17119841	CYKINSO INC	8/12/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363258	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0040_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	40	ILLUMINA	2021-05-01T00:00:00Z	0040_V3V4	SRP311006	V3V4
SRR13985886	AMPLICON	602	29752646	PRJNA715083	SAMN18326526	Metagenome or environmental	18366225	CYKINSO INC	7/21/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363185	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0105_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	105	ILLUMINA	2021-05-01T00:00:00Z	0105_V3V4	SRP311006	V3V4
SRR13985887	AMPLICON	602	23814518	PRJNA715083	SAMN18326525	Metagenome or environmental	14876429	CYKINSO INC	8/15/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363184	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0104_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	104	ILLUMINA	2021-05-01T00:00:00Z	0104_V3V4	SRP311006	V3V4
SRR13985888	AMPLICON	602	36997114	PRJNA715083	SAMN18326524	Metagenome or environmental	22849920	CYKINSO INC	8/1/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363183	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0103_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	103	ILLUMINA	2021-05-01T00:00:00Z	0103_V3V4	SRP311006	V3V4
SRR13985890	AMPLICON	602	25137714	PRJNA715083	SAMN18326522	Metagenome or environmental	15736363	CYKINSO INC	9/7/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363181	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0101_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	101	ILLUMINA	2021-05-01T00:00:00Z	0101_V3V4	SRP311006	V3V4
SRR13985891	AMPLICON	602	29460074	PRJNA715083	SAMN18326521	Metagenome or environmental	18374107	CYKINSO INC	9/9/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363180	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0100_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	100	ILLUMINA	2021-05-01T00:00:00Z	0100_V3V4	SRP311006	V3V4
SRR13985892	AMPLICON	602	30948820	PRJNA715083	SAMN18326520	Metagenome or environmental	19357462	CYKINSO INC	9/10/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363179	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0099_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	99	ILLUMINA	2021-05-01T00:00:00Z	0099_V3V4	SRP311006	V3V4
SRR13985894	AMPLICON	602	25338782	PRJNA715083	SAMN18326519	Metagenome or environmental	15670310	CYKINSO INC	9/10/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363177	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0098_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	98	ILLUMINA	2021-05-01T00:00:00Z	0098_V3V4	SRP311006	V3V4
SRR13985895	AMPLICON	602	32489338	PRJNA715083	SAMN18326518	Metagenome or environmental	20233897	CYKINSO INC	8/9/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363176	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0097_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	97	ILLUMINA	2021-05-01T00:00:00Z	0097_V3V4	SRP311006	V3V4
SRR13985896	AMPLICON	602	31178784	PRJNA715083	SAMN18326517	Metagenome or environmental	19340500	CYKINSO INC	8/5/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363175	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0096_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	96	ILLUMINA	2021-05-01T00:00:00Z	0096_V3V4	SRP311006	V3V4
SRR13985897	AMPLICON	602	27806380	PRJNA715083	SAMN18326516	Metagenome or environmental	17330975	CYKINSO INC	8/15/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363174	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0095_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	95	ILLUMINA	2021-05-01T00:00:00Z	0095_V3V4	SRP311006	V3V4
SRR13985898	AMPLICON	602	35717864	PRJNA715083	SAMN18326515	Metagenome or environmental	22145646	CYKINSO INC	8/2/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363173	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0094_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	94	ILLUMINA	2021-05-01T00:00:00Z	0094_V3V4	SRP311006	V3V4
SRR13985899	AMPLICON	602	25239452	PRJNA715083	SAMN18326514	Metagenome or environmental	15551626	CYKINSO INC	8/12/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363172	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0093_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	93	ILLUMINA	2021-05-01T00:00:00Z	0093_V3V4	SRP311006	V3V4
SRR13985900	AMPLICON	602	25912488	PRJNA715083	SAMN18326513	Metagenome or environmental	16088902	CYKINSO INC	8/3/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363171	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0092_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	92	ILLUMINA	2021-05-01T00:00:00Z	0092_V3V4	SRP311006	V3V4
SRR13985901	AMPLICON	602	26953346	PRJNA715083	SAMN18326512	Metagenome or environmental	16381695	CYKINSO INC	8/12/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363170	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0091_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	91	ILLUMINA	2021-05-01T00:00:00Z	0091_V3V4	SRP311006	V3V4
SRR13985902	AMPLICON	602	24125752	PRJNA715083	SAMN18326511	Metagenome or environmental	15000050	CYKINSO INC	8/8/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363169	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0090_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	90	ILLUMINA	2021-05-01T00:00:00Z	0090_V3V4	SRP311006	V3V4
SRR13985903	AMPLICON	602	35950236	PRJNA715083	SAMN18326510	Metagenome or environmental	22461507	CYKINSO INC	7/28/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363168	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0089_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	89	ILLUMINA	2021-05-01T00:00:00Z	0089_V3V4	SRP311006	V3V4
SRR13985905	AMPLICON	602	24378592	PRJNA715083	SAMN18326509	Metagenome or environmental	15395880	CYKINSO INC	8/5/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363166	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0088_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	88	ILLUMINA	2021-05-01T00:00:00Z	0088_V3V4	SRP311006	V3V4
SRR13985907	AMPLICON	602	27321770	PRJNA715083	SAMN18326507	Metagenome or environmental	16852197	CYKINSO INC	8/15/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363164	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0086_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	86	ILLUMINA	2021-05-01T00:00:00Z	0086_V3V4	SRP311006	V3V4
SRR13985908	AMPLICON	602	34233934	PRJNA715083	SAMN18326506	Metagenome or environmental	20989307	CYKINSO INC	7/25/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363163	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0085_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	85	ILLUMINA	2021-05-01T00:00:00Z	0085_V3V4	SRP311006	V3V4
SRR13985909	AMPLICON	602	29839936	PRJNA715083	SAMN18326505	Metagenome or environmental	18764793	CYKINSO INC	9/10/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363162	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0084_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	84	ILLUMINA	2021-05-01T00:00:00Z	0084_V3V4	SRP311006	V3V4
SRR13985910	AMPLICON	602	29147636	PRJNA715083	SAMN18326504	Metagenome or environmental	18507583	CYKINSO INC	9/9/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363161	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0083_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	83	ILLUMINA	2021-05-01T00:00:00Z	0083_V3V4	SRP311006	V3V4
SRR13985911	AMPLICON	602	23777194	PRJNA715083	SAMN18326503	Metagenome or environmental	14892666	CYKINSO INC	9/8/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363160	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0082_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	82	ILLUMINA	2021-05-01T00:00:00Z	0082_V3V4	SRP311006	V3V4
SRR13985912	AMPLICON	602	29292116	PRJNA715083	SAMN18326502	Metagenome or environmental	18302786	CYKINSO INC	8/5/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363159	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0081_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	81	ILLUMINA	2021-05-01T00:00:00Z	0081_V3V4	SRP311006	V3V4
SRR13985913	AMPLICON	602	35660674	PRJNA715083	SAMN18326501	Metagenome or environmental	22163636	CYKINSO INC	8/21/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363158	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0080_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	80	ILLUMINA	2021-05-01T00:00:00Z	0080_V3V4	SRP311006	V3V4
SRR13985914	AMPLICON	602	38621310	PRJNA715083	SAMN18326500	Metagenome or environmental	24238721	CYKINSO INC	8/1/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363157	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0079_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	79	ILLUMINA	2021-05-01T00:00:00Z	0079_V3V4	SRP311006	V3V4
SRR13985916	AMPLICON	602	24459862	PRJNA715083	SAMN18326499	Metagenome or environmental	15212540	CYKINSO INC	7/20/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363155	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0078_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	78	ILLUMINA	2021-05-01T00:00:00Z	0078_V3V4	SRP311006	V3V4
SRR13985917	AMPLICON	602	21213878	PRJNA715083	SAMN18326498	Metagenome or environmental	13433244	CYKINSO INC	8/15/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363154	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0077_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	77	ILLUMINA	2021-05-01T00:00:00Z	0077_V3V4	SRP311006	V3V4
SRR13985918	AMPLICON	602	21402906	PRJNA715083	SAMN18326497	Metagenome or environmental	13330436	CYKINSO INC	7/31/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363153	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0076_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	76	ILLUMINA	2021-05-01T00:00:00Z	0076_V3V4	SRP311006	V3V4
SRR13985919	AMPLICON	602	27300700	PRJNA715083	SAMN18326496	Metagenome or environmental	17266135	CYKINSO INC	8/12/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363152	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0075_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	75	ILLUMINA	2021-05-01T00:00:00Z	0075_V3V4	SRP311006	V3V4
SRR13985920	AMPLICON	602	26214090	PRJNA715083	SAMN18326495	Metagenome or environmental	16464876	CYKINSO INC	8/10/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363151	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0074_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	74	ILLUMINA	2021-05-01T00:00:00Z	0074_V3V4	SRP311006	V3V4
SRR13985921	AMPLICON	602	31493630	PRJNA715083	SAMN18326494	Metagenome or environmental	19872418	CYKINSO INC	8/3/16	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363222	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0073_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	73	ILLUMINA	2021-05-01T00:00:00Z	0073_V3V4	SRP311006	V3V4
SRR13985972	AMPLICON	602	26558434	PRJNA715083	SAMN18326613	Metagenome or environmental	16641968	CYKINSO INC	8/30/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363481	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0192_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	192	ILLUMINA	2021-05-01T00:00:00Z	0192_V3V4	SRP311006	V3V4
SRR13985973	AMPLICON	602	17049844	PRJNA715083	SAMN18326612	Metagenome or environmental	10706533	CYKINSO INC	8/12/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363480	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0191_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	191	ILLUMINA	2021-05-01T00:00:00Z	0191_V3V4	SRP311006	V3V4
SRR13985974	AMPLICON	602	18869088	PRJNA715083	SAMN18326611	Metagenome or environmental	12298460	CYKINSO INC	8/12/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363479	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0190_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	190	ILLUMINA	2021-05-01T00:00:00Z	0190_V3V4	SRP311006	V3V4
SRR13985975	AMPLICON	602	24470698	PRJNA715083	SAMN18326610	Metagenome or environmental	15083850	CYKINSO INC	8/12/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363478	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0189_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	189	ILLUMINA	2021-05-01T00:00:00Z	0189_V3V4	SRP311006	V3V4
SRR13985977	AMPLICON	602	23664018	PRJNA715083	SAMN18326609	Metagenome or environmental	14572967	CYKINSO INC	8/12/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363476	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0188_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	188	ILLUMINA	2021-05-01T00:00:00Z	0188_V3V4	SRP311006	V3V4
SRR13985978	AMPLICON	602	23349172	PRJNA715083	SAMN18326608	Metagenome or environmental	14658707	CYKINSO INC	8/19/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363475	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0187_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	187	ILLUMINA	2021-05-01T00:00:00Z	0187_V3V4	SRP311006	V3V4
SRR13985979	AMPLICON	602	25313498	PRJNA715083	SAMN18326607	Metagenome or environmental	16057642	CYKINSO INC	8/19/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363474	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0186_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	186	ILLUMINA	2021-05-01T00:00:00Z	0186_V3V4	SRP311006	V3V4
SRR13985980	AMPLICON	602	24480932	PRJNA715083	SAMN18326606	Metagenome or environmental	15216339	CYKINSO INC	8/12/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363473	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0185_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	185	ILLUMINA	2021-05-01T00:00:00Z	0185_V3V4	SRP311006	V3V4
SRR13985981	AMPLICON	602	28815332	PRJNA715083	SAMN18326605	Metagenome or environmental	18084209	CYKINSO INC	8/12/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363472	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0184_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	184	ILLUMINA	2021-05-01T00:00:00Z	0184_V3V4	SRP311006	V3V4
SRR13985982	AMPLICON	602	24121538	PRJNA715083	SAMN18326604	Metagenome or environmental	14893268	CYKINSO INC	8/12/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363471	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0183_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	183	ILLUMINA	2021-05-01T00:00:00Z	0183_V3V4	SRP311006	V3V4
SRR13985983	AMPLICON	602	28322896	PRJNA715083	SAMN18326603	Metagenome or environmental	17582811	CYKINSO INC	8/19/15	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX10363470	Japan	Asia	Japan	Homo sapiens	Illumina MiSeq	Human stool	not collected	0182_V3V4	PAIRED	PCR	METAGENOMIC	gut metagenome	182	ILLUMINA	2021-05-01T00:00:00Z	0182_V3V4	SRP311006	V3V4
