Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Collection_Date	Consent	cycles	DATASTORE filetype	DATASTORE provider	DATASTORE region	dilution_factor	dilution_liquid	DNA_input_pg	Experiment	fresh_old	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	HOST	Instrument	iso_co_type	iso_run_nr	Isolation_Source	Lat_Lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	miseq_run_nr	ms_co_type	Organism	pcr_plate_nr	pico_ug_ul	Platform	qpcr_16S_ct	qpcr_16S_pgul	Raw	ReleaseDate	create_date	version	Sample Name	shared_id (run)	shared_id	SRA Study	Type
SRR14150803	AMPLICON	502	32869454	PRJNA718293	SAMN18632058	Metagenome or environmental	16337827	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"fastq	run.zq	sra"	"s3	ncbi	gs"	"ncbi.public	s3.us-east-1	gs.US"	50	milliQ	NA	SRX10519670	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	Zymo	NA	NA	52.1365344 N 5.2103806 E	1139	PAIRED	PCR	METAGENOMIC	57	NA	metagenome	NA	NA	ILLUMINA	NA	9680.08041381836	36070	2021-12-14T00:00:00Z	2021-04-06T10:54:00Z	1	milliQ_50x_2_7	NA	NA	SRP312669	iso_co
SRR14150804	AMPLICON	502	56098500	PRJNA718293	SAMN18632057	Metagenome or environmental	27239844	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"sra	fastq	run.zq"	"s3	gs	ncbi"	"gs.US	ncbi.public	s3.us-east-1"	100	milliQ	NA	SRX10519669	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	Zymo	NA	NA	52.1365344 N 5.2103806 E	1138	PAIRED	PCR	METAGENOMIC	57	NA	metagenome	NA	27.3322666666667	ILLUMINA	NA	4847.22423553467	70012	2021-12-14T00:00:00Z	2021-04-06T10:54:00Z	1	milliQ_100x_7	NA	NA	SRP312669	iso_co
SRR14150805	AMPLICON	502	38263444	PRJNA718293	SAMN18632056	Metagenome or environmental	19131796	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	fastq	sra"	"gs	ncbi	s3"	"s3.us-east-1	gs.US	ncbi.public"	10	elu_buff	NA	SRX10519668	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	Zymo	NA	NA	52.1365344 N 5.2103806 E	1137	PAIRED	PCR	METAGENOMIC	57	NA	metagenome	NA	NA	ILLUMINA	NA	58970.8557128906	43353	2021-12-14T00:00:00Z	2021-04-06T10:54:00Z	1	elu_buff_10x_2_7	NA	NA	SRP312669	iso_co
SRR14150806	AMPLICON	502	36796600	PRJNA718293	SAMN18632055	Metagenome or environmental	18250963	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"fastq	run.zq	sra"	"s3	ncbi	gs"	"ncbi.public	gs.US	s3.us-east-1"	50	elu_buff	NA	SRX10519667	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	Zymo	NA	NA	52.1365344 N 5.2103806 E	1136	PAIRED	PCR	METAGENOMIC	57	NA	metagenome	NA	4.73	ILLUMINA	NA	9516.91341400146	41670	2021-12-14T00:00:00Z	2021-04-06T10:54:00Z	1	elu_buff_50x_2_7	NA	NA	SRP312669	iso_co
SRR14150807	AMPLICON	502	6822682	PRJNA718293	SAMN18632054	Metagenome or environmental	3751479	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	sra	fastq"	"ncbi	gs	s3"	"gs.US	ncbi.public	s3.us-east-1"	NA	NA	NA	SRX10519666	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	B	NA	NP	52.1365344 N 5.2103806 E	1135	PAIRED	PCR	METAGENOMIC	57	NA	metagenome	NA	0.16	ILLUMINA	NA	0.26325328508392	6768	2021-12-14T00:00:00Z	2021-04-06T10:54:00Z	1	iso_co_B_NP_7	NA	NA	SRP312669	iso_co
SRR14150808	AMPLICON	502	47904354	PRJNA718293	SAMN18631901	Metagenome or environmental	31457904	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	sra	fastq"	"s3	gs	ncbi"	"s3.us-east-1	gs.US	ncbi.public"	NA	NA	NA	SRX10519665	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	NA	OP	52.1365344 N 5.2103806 E	982	PAIRED	PCR	METAGENOMIC	55	NA	metagenome	NA	32.4	ILLUMINA	NA	801.412284374237	17528	2021-12-14T00:00:00Z	2021-04-06T10:54:00Z	1	L001_990_OP_5	L001_990	L001_990	SRP312669	sample
SRR14150809	AMPLICON	502	34482380	PRJNA718293	SAMN18632053	Metagenome or environmental	16817963	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"fastq	run.zq	sra"	"gs	s3	ncbi"	"ncbi.public	s3.us-east-1	gs.US"	10000	milliQ	NA	SRX10519664	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	Zymo	NA	NA	52.1365344 N 5.2103806 E	1134	PAIRED	PCR	METAGENOMIC	57	NA	metagenome	NA	NA	ILLUMINA	NA	22.0215562731028	45086	2021-12-14T00:00:00Z	2021-04-06T10:54:00Z	1	milliQ_10000x_2_7	NA	NA	SRP312669	iso_co
SRR14150810	AMPLICON	502	39860306	PRJNA718293	SAMN18632052	Metagenome or environmental	20911435	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"fastq	sra	run.zq"	"s3	gs	ncbi"	"ncbi.public	gs.US	s3.us-east-1"	NA	NA	NA	SRX10519663	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	NA	NP	52.1365344 N 5.2103806 E	1133	PAIRED	PCR	METAGENOMIC	57	NA	metagenome	NA	30.9318666666667	ILLUMINA	NA	21.0862290114164	45769	2021-12-14T00:00:00Z	2021-04-06T10:54:00Z	1	donor_3_NP_7	NA	NA	SRP312669	sample
SRR14150811	AMPLICON	502	40026468	PRJNA718293	SAMN18632051	Metagenome or environmental	19688482	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"sra	fastq	run.zq"	"ncbi	gs	s3"	"ncbi.public	s3.us-east-1	gs.US"	100	elu_buff	NA	SRX10519662	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	Zymo	NA	NA	52.1365344 N 5.2103806 E	1132	PAIRED	PCR	METAGENOMIC	57	NA	metagenome	NA	NA	ILLUMINA	NA	4871.29306793213	46986	2021-12-14T00:00:00Z	2021-04-06T10:54:00Z	1	elu_buff_100x_2_7	NA	NA	SRP312669	iso_co
SRR14150812	AMPLICON	502	60632062	PRJNA718293	SAMN18632050	Metagenome or environmental	29802889	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"sra	run.zq	fastq"	"s3	ncbi	gs"	"ncbi.public	s3.us-east-1	gs.US"	1000	DNA_RNA_sh	NA	SRX10519661	old	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	Zymo	NA	NA	52.1365344 N 5.2103806 E	1131	PAIRED	PCR	METAGENOMIC	57	NA	metagenome	NA	40.3023666666667	ILLUMINA	NA	143.354967236519	75905	2021-12-14T00:00:00Z	2021-04-06T10:54:00Z	1	DNA_RNA_sh_old_1000x_2_7	NA	NA	SRP312669	iso_co
SRR14150813	AMPLICON	502	41814090	PRJNA718293	SAMN18632049	Metagenome or environmental	20686443	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"fastq	sra	run.zq"	"gs	s3	ncbi"	"gs.US	ncbi.public	s3.us-east-1"	10000	DNA_RNA_sh	NA	SRX10519660	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	Zymo	NA	NA	52.1365344 N 5.2103806 E	1130	PAIRED	PCR	METAGENOMIC	57	NA	metagenome	NA	NA	ILLUMINA	NA	8.10121651738882	56037	2021-12-14T00:00:00Z	2021-04-06T10:54:00Z	1	DNA_RNA_sh_10000x_2_7	NA	NA	SRP312669	iso_co
SRR14150814	AMPLICON	502	60598428	PRJNA718293	SAMN18632048	Metagenome or environmental	29646655	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	fastq	sra"	"gs	s3	ncbi"	"gs.US	s3.us-east-1	ncbi.public"	10	milliQ	NA	SRX10519659	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	Zymo	NA	NA	52.1365344 N 5.2103806 E	1129	PAIRED	PCR	METAGENOMIC	57	NA	metagenome	NA	34.7316666666667	ILLUMINA	NA	56012.7067565918	73345	2021-12-14T00:00:00Z	2021-04-06T10:54:00Z	1	milliQ_10x_7	NA	NA	SRP312669	iso_co
SRR14150815	AMPLICON	502	11967178	PRJNA718293	SAMN18632047	Metagenome or environmental	6048096	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	fastq	sra"	"ncbi	gs	s3"	"gs.US	s3.us-east-1	ncbi.public"	500	elu_buff	NA	SRX10519658	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	Zymo	NA	NA	52.1365344 N 5.2103806 E	1128	PAIRED	PCR	METAGENOMIC	57	NA	metagenome	NA	1.84466666666667	ILLUMINA	NA	873.622536659241	13367	2021-12-14T00:00:00Z	2021-04-06T10:54:00Z	1	elu_buff_500x_7	NA	NA	SRP312669	iso_co
SRR14150816	AMPLICON	502	68090778	PRJNA718293	SAMN18632046	Metagenome or environmental	33269124	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	fastq	sra"	"ncbi	gs	s3"	"ncbi.public	gs.US	s3.us-east-1"	50	DNA_RNA_sh	NA	SRX10519657	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	Zymo	NA	NA	52.1365344 N 5.2103806 E	1127	PAIRED	PCR	METAGENOMIC	57	NA	metagenome	NA	8.59586666666667	ILLUMINA	NA	6284.64698791504	84095	2021-12-14T00:00:00Z	2021-04-06T10:54:00Z	1	DNA_RNA_sh_50x_7	NA	NA	SRP312669	iso_co
SRR14150817	AMPLICON	502	36589776	PRJNA718293	SAMN18632045	Metagenome or environmental	18135236	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	fastq	sra"	"s3	ncbi	gs"	"s3.us-east-1	ncbi.public	gs.US"	500	DNA_RNA_sh	NA	SRX10519656	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	Zymo	NA	NA	52.1365344 N 5.2103806 E	1126	PAIRED	PCR	METAGENOMIC	57	NA	metagenome	NA	NA	ILLUMINA	NA	417.669206857681	44401	2021-12-14T00:00:00Z	2021-04-06T10:54:00Z	1	DNA_RNA_sh_500x_2_7	NA	NA	SRP312669	iso_co
SRR14150818	AMPLICON	502	47666908	PRJNA718293	SAMN18632044	Metagenome or environmental	23430246	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	fastq	sra"	"gs	ncbi	s3"	"gs.US	s3.us-east-1	ncbi.public"	10000	elu_buff	NA	SRX10519655	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	Zymo	NA	NA	52.1365344 N 5.2103806 E	1125	PAIRED	PCR	METAGENOMIC	57	NA	metagenome	NA	27.3018666666667	ILLUMINA	NA	3.04509466513991	59735	2021-12-14T00:00:00Z	2021-04-06T10:54:00Z	1	elu_buff_10000x_7	NA	NA	SRP312669	iso_co
SRR14150819	AMPLICON	502	25932316	PRJNA718293	SAMN18631900	Metagenome or environmental	17079329	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	fastq	sra"	"ncbi	s3	gs"	"ncbi.public	gs.US	s3.us-east-1"	NA	NA	NA	SRX10519654	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	NA	OP	52.1365344 N 5.2103806 E	981	PAIRED	PCR	METAGENOMIC	55	NA	metagenome	NA	25.45	ILLUMINA	NA	19.6502394974232	11347	2021-12-14T00:00:00Z	2021-04-06T10:54:00Z	1	L001_997_OP_2_5	L001_997	L001_997	SRP312669	sample
SRR14150820	AMPLICON	502	52917326	PRJNA718293	SAMN18632043	Metagenome or environmental	25739799	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"fastq	run.zq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	50	elu_buff	NA	SRX10519653	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	Zymo	NA	NA	52.1365344 N 5.2103806 E	1124	PAIRED	PCR	METAGENOMIC	57	NA	metagenome	NA	28.6174666666667	ILLUMINA	NA	9516.91341400146	62645	2021-12-14T00:00:00Z	2021-04-06T10:54:00Z	1	elu_buff_50x_7	NA	NA	SRP312669	iso_co
SRR14150821	AMPLICON	502	46426968	PRJNA718293	SAMN18632042	Metagenome or environmental	22717447	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"fastq	sra	run.zq"	"s3	ncbi	gs"	"gs.US	ncbi.public	s3.us-east-1"	5000	milliQ	NA	SRX10519652	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	Zymo	NA	NA	52.1365344 N 5.2103806 E	1123	PAIRED	PCR	METAGENOMIC	57	NA	metagenome	NA	30.6638666666667	ILLUMINA	NA	45.0510457158089	54984	2021-12-14T00:00:00Z	2021-04-06T10:54:00Z	1	milliQ_5000x_7	NA	NA	SRP312669	iso_co
SRR14150822	AMPLICON	502	56890656	PRJNA718293	SAMN18632041	Metagenome or environmental	27648796	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"sra	run.zq	fastq"	"s3	ncbi	gs"	"gs.US	ncbi.public	s3.us-east-1"	500	milliQ	NA	SRX10519651	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	Zymo	NA	NA	52.1365344 N 5.2103806 E	1122	PAIRED	PCR	METAGENOMIC	57	NA	metagenome	NA	29.3596666666667	ILLUMINA	NA	600.474059581757	68550	2021-12-14T00:00:00Z	2021-04-06T10:54:00Z	1	milliQ_500x_7	NA	NA	SRP312669	iso_co
SRR14150823	AMPLICON	502	34284090	PRJNA718293	SAMN18632040	Metagenome or environmental	16731585	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"fastq	run.zq	sra"	"gs	ncbi	s3"	"s3.us-east-1	ncbi.public	gs.US"	10	milliQ	NA	SRX10519650	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	Zymo	NA	NA	52.1365344 N 5.2103806 E	1121	PAIRED	PCR	METAGENOMIC	57	NA	metagenome	NA	NA	ILLUMINA	NA	56012.7067565918	42505	2021-12-14T00:00:00Z	2021-04-06T10:54:00Z	1	milliQ_10x_2_7	NA	NA	SRP312669	iso_co
SRR14150824	AMPLICON	502	40485296	PRJNA718293	SAMN18632039	Metagenome or environmental	19928873	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"sra	run.zq	fastq"	"gs	ncbi	s3"	"s3.us-east-1	gs.US	ncbi.public"	5000	elu_buff	NA	SRX10519649	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	Zymo	NA	NA	52.1365344 N 5.2103806 E	1120	PAIRED	PCR	METAGENOMIC	57	NA	metagenome	NA	NA	ILLUMINA	NA	14.5218428224325	51644	2021-12-14T00:00:00Z	2021-04-06T10:54:00Z	1	elu_buff_5000x_2_7	NA	NA	SRP312669	iso_co
SRR14150825	AMPLICON	502	66900536	PRJNA718293	SAMN18632038	Metagenome or environmental	32969253	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	sra	fastq"	"ncbi	gs	s3"	"s3.us-east-1	gs.US	ncbi.public"	10	elu_buff	NA	SRX10519648	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	Zymo	NA	NA	52.1365344 N 5.2103806 E	1119	PAIRED	PCR	METAGENOMIC	57	NA	metagenome	NA	32.4698666666667	ILLUMINA	NA	58970.8557128906	79143	2021-12-14T00:00:00Z	2021-04-06T10:54:00Z	1	elu_buff_10x_7	NA	NA	SRP312669	iso_co
SRR14150826	AMPLICON	502	35714288	PRJNA718293	SAMN18632037	Metagenome or environmental	17565901	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	fastq	sra"	"ncbi	gs	s3"	"ncbi.public	s3.us-east-1	gs.US"	100	milliQ	NA	SRX10519647	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	Zymo	NA	NA	52.1365344 N 5.2103806 E	1118	PAIRED	PCR	METAGENOMIC	57	NA	metagenome	NA	3.84	ILLUMINA	NA	4847.22423553467	43830	2021-12-14T00:00:00Z	2021-04-06T10:54:00Z	1	milliQ_100x_2_7	NA	NA	SRP312669	iso_co
SRR14150827	AMPLICON	502	56872584	PRJNA718293	SAMN18632036	Metagenome or environmental	28235171	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"fastq	run.zq	sra"	"s3	ncbi	gs"	"ncbi.public	gs.US	s3.us-east-1"	5000	DNA_RNA_sh	NA	SRX10519646	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	Zymo	NA	NA	52.1365344 N 5.2103806 E	1117	PAIRED	PCR	METAGENOMIC	57	NA	metagenome	NA	17.7250666666667	ILLUMINA	NA	15.7364644110203	73767	2021-12-14T00:00:00Z	2021-04-06T10:54:00Z	1	DNA_RNA_sh_5000x_7	NA	NA	SRP312669	iso_co
SRR14150828	AMPLICON	502	45769850	PRJNA718293	SAMN18632035	Metagenome or environmental	26102476	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	fastq	sra"	"gs	s3	ncbi"	"ncbi.public	gs.US	s3.us-east-1"	NA	NA	NA	SRX10519705	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	NA	NP	52.1365344 N 5.2103806 E	1116	PAIRED	PCR	METAGENOMIC	57	NA	metagenome	NA	17.0307666666667	ILLUMINA	NA	6.98259845376015	40718	2021-12-14T00:00:00Z	2021-04-06T10:54:00Z	1	donor_4_NP_7	NA	NA	SRP312669	sample
SRR14150829	AMPLICON	502	24699906	PRJNA718293	SAMN18632009	Metagenome or environmental	14348261	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"sra	run.zq	fastq"	"ncbi	gs	s3"	"s3.us-east-1	gs.US	ncbi.public"	0	DNA_RNA_sh	NA	SRX10519644	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	Zymo	NA	NA	52.1365344 N 5.2103806 E	1090	PAIRED	PCR	METAGENOMIC	56	NA	metagenome	NA	NA	ILLUMINA	NA	194665.237426758	33513	2021-12-14T00:00:00Z	2021-04-06T10:54:00Z	1	DNA_RNA_sh_0x_2_6	NA	NA	SRP312669	iso_co
SRR14150830	AMPLICON	502	35728846	PRJNA718293	SAMN18632008	Metagenome or environmental	20168095	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"sra	fastq	run.zq"	"ncbi	gs	s3"	"ncbi.public	gs.US	s3.us-east-1"	500	elu_buff	NA	SRX10519643	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	Zymo	NA	NA	52.1365344 N 5.2103806 E	1089	PAIRED	PCR	METAGENOMIC	56	NA	metagenome	NA	NA	ILLUMINA	NA	873.622536659241	43270	2021-12-14T00:00:00Z	2021-04-06T10:54:00Z	1	elu_buff_500x_2_6	NA	NA	SRP312669	iso_co
SRR14150831	AMPLICON	502	55533750	PRJNA718293	SAMN18632007	Metagenome or environmental	31023475	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"sra	fastq	run.zq"	"gs	s3	ncbi"	"s3.us-east-1	gs.US	ncbi.public"	50	DNA_RNA_sh	NA	SRX10519642	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	Zymo	NA	NA	52.1365344 N 5.2103806 E	1088	PAIRED	PCR	METAGENOMIC	56	NA	metagenome	NA	8.59586666666667	ILLUMINA	NA	6284.64698791504	75072	2021-12-14T00:00:00Z	2021-04-06T10:54:00Z	1	DNA_RNA_sh_50x_6	NA	NA	SRP312669	iso_co
SRR14150832	AMPLICON	502	52920840	PRJNA718293	SAMN18632006	Metagenome or environmental	29853129	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	sra	fastq"	"s3	ncbi	gs"	"s3.us-east-1	ncbi.public	gs.US"	10	elu_buff	NA	SRX10519641	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	Zymo	NA	NA	52.1365344 N 5.2103806 E	1087	PAIRED	PCR	METAGENOMIC	56	NA	metagenome	NA	32.4698666666667	ILLUMINA	NA	58970.8557128906	68005	2021-12-14T00:00:00Z	2021-04-06T10:54:00Z	1	elu_buff_10x_6	NA	NA	SRP312669	iso_co
SRR14150833	AMPLICON	502	34235898	PRJNA718293	SAMN18632005	Metagenome or environmental	19239025	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"run.zq	fastq	sra"	"gs	ncbi	s3"	"ncbi.public	s3.us-east-1	gs.US"	10000	DNA_RNA_sh	NA	SRX10519640	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	Zymo	NA	NA	52.1365344 N 5.2103806 E	1086	PAIRED	PCR	METAGENOMIC	56	NA	metagenome	NA	NA	ILLUMINA	NA	8.10121651738882	52191	2021-12-14T00:00:00Z	2021-04-06T10:54:00Z	1	DNA_RNA_sh_10000x_2_6	NA	NA	SRP312669	iso_co
SRR14150834	AMPLICON	502	11178536	PRJNA718293	SAMN18632004	Metagenome or environmental	6178160	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"sra	fastq	run.zq"	"gs	s3	ncbi"	"ncbi.public	s3.us-east-1	gs.US"	5000	elu_buff	NA	SRX10519639	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	Zymo	NA	NA	52.1365344 N 5.2103806 E	1085	PAIRED	PCR	METAGENOMIC	56	NA	metagenome	NA	2.22386666666667	ILLUMINA	NA	14.5218428224325	16349	2021-12-14T00:00:00Z	2021-04-06T10:54:00Z	1	elu_buff_5000x_6	NA	NA	SRP312669	iso_co
SRR14150835	AMPLICON	502	50720072	PRJNA718293	SAMN18631896	Metagenome or environmental	33151771	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	30x	"fastq	run.zq	sra"	"gs	ncbi	s3"	"s3.us-east-1	gs.US	ncbi.public"	NA	NA	125	SRX10519638	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	NA	NA	sal	52.1365344 N 5.2103806 E	977	PAIRED	PCR	METAGENOMIC	55	NA	metagenome	NA	30.35	ILLUMINA	NA	936.826646327972	25906	2021-12-14T00:00:00Z	2021-04-06T10:54:00Z	1	L001_989_sal_125_30x_5	L001_989	L001_989	SRP312669	sample
SRR14150836	AMPLICON	502	45404394	PRJNA718293	SAMN18632003	Metagenome or environmental	25444742	CENTRE FOR INFECTIOUS DISEASE CONTROL/NATIONAL INSTITUTE FOR PUBLIC HEALTH AND THE ENVIRONMENT	2020-01-01	public	NA	"fastq	sra	run.zq"	"ncbi	s3	gs"	"s3.us-east-1	gs.US	ncbi.public"	5000	DNA_RNA_sh	NA	SRX10519637	NA	Netherlands	Europe	Netherlands: Bilthoven	Homo sapiens	Illumina MiSeq	Zymo	NA	NA	52.1365344 N 5.2103806 E	1084	PAIRED	PCR	METAGENOMIC	56	NA	metagenome	NA	17.7250666666667	ILLUMINA	NA	15.7364644110203	68380	2021-12-14T00:00:00Z	2021-04-06T10:54:00Z	1	DNA_RNA_sh_5000x_6	NA	NA	SRP312669	iso_co
