Run	new_sampleid	Assay Type	AvgSpotLen	Bases	BioProject	BioSampleModel	Bytes	Center Name	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Instrument	Isolation_source	lat_lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	Source_material_ID	SRA Study	type	comment
SRR9975017	SAMN12574961	AMPLICON	602	15326318	PRJNA559766	Metagenome or environmental	11185182	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722450	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR296-P4	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR296-P4_S18_L001	PHMOR-0296	SRP218488	PH	non-tonsillitis
SRR9975018	SAMN12574962	AMPLICON	602	29510642	PRJNA559766	Metagenome or environmental	18761927	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722449	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR297-P4	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR297-P4_S30_L001	PHMOR-0297	SRP218488	PH	non-tonsillitis
SRR9975020	SAMN12574963	AMPLICON	602	28949578	PRJNA559766	Metagenome or environmental	18282581	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722447	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR299-P4	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR299-P4_S54_L001	PHMOR-0299	SRP218488	PH	non-tonsillitis
SRR9975234	SAMN12574964	AMPLICON	602	28032732	PRJNA559766	Metagenome or environmental	17667266	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722233	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR307-P4	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR307-P4_S55_L001	PHMOR-0307	SRP218488	PH	non-tonsillitis
SRR9975235	SAMN12574965	AMPLICON	602	20444522	PRJNA559766	Metagenome or environmental	13373047	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722232	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR308-P4	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR308-P4_S67_L001	PHMOR-0308	SRP218488	PH	non-tonsillitis
SRR9975229	SAMN12574966	AMPLICON	602	24842132	PRJNA559766	Metagenome or environmental	16863185	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722238	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR311-P4	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR311-P4_S8_L001	PHMOR-0311	SRP218488	PH	non-tonsillitis
SRR9975228	SAMN12574967	AMPLICON	602	29712914	PRJNA559766	Metagenome or environmental	18831155	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722239	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR313-P4	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR313-P4_S32_L001	PHMOR-0313	SRP218488	PH	non-tonsillitis
SRR9975227	SAMN12574968	AMPLICON	602	24975174	PRJNA559766	Metagenome or environmental	15863384	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722240	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR317-P4	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR317-P4_S80_L001	PHMOR-0317	SRP218488	PH	non-tonsillitis
SRR9975226	SAMN12574969	AMPLICON	602	16629648	PRJNA559766	Metagenome or environmental	10718768	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722241	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR334-P4	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR334-P4_S94_L001	PHMOR-0334	SRP218488	PH	non-tonsillitis
SRR9975233	SAMN12574970	AMPLICON	602	34251392	PRJNA559766	Metagenome or environmental	21700438	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722234	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR335-P4	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR335-P4_S11_L001	PHMOR-0335	SRP218488	PH	non-tonsillitis
SRR9975232	SAMN12574971	AMPLICON	602	34201426	PRJNA559766	Metagenome or environmental	21471894	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722235	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR338-P4	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR338-P4_S47_L001	PHMOR-0338	SRP218488	PH	non-tonsillitis
SRR9975231	SAMN12574972	AMPLICON	602	27283242	PRJNA559766	Metagenome or environmental	18472241	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722236	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR343-P5	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR343-P5_S121_L001	PHMOR-0343	SRP218488	PH	non-tonsillitis
SRR9975230	SAMN12574973	AMPLICON	602	31114370	PRJNA559766	Metagenome or environmental	19760134	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722237	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR344-P5	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR344-P5_S133_L001	PHMOR-0344	SRP218488	PH	non-tonsillitis
SRR9975225	SAMN12574974	AMPLICON	602	30037392	PRJNA559766	Metagenome or environmental	19499713	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722242	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR346-P5	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR346-P5_S157_L001	PHMOR-0346	SRP218488	PH	non-tonsillitis
SRR9975224	SAMN12574975	AMPLICON	602	30727284	PRJNA559766	Metagenome or environmental	19797500	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722243	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR349-P5	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR349-P5_S98_L001	PHMOR-0349	SRP218488	PH	non-tonsillitis
SRR9975197	SAMN12574976	AMPLICON	602	25635568	PRJNA559766	Metagenome or environmental	16848969	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722270	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR352-P5	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR352-P5_S134_L001	PHMOR-0352	SRP218488	PH	non-tonsillitis
SRR9975198	SAMN12574977	AMPLICON	602	25226208	PRJNA559766	Metagenome or environmental	16657438	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722269	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR353-P5	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR353-P5_S146_L001	PHMOR-0353	SRP218488	PH	non-tonsillitis
SRR9975199	SAMN12574978	AMPLICON	602	28336742	PRJNA559766	Metagenome or environmental	18020550	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722268	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR359-P5	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR359-P5_S123_L001	PHMOR-0359	SRP218488	PH	non-tonsillitis
SRR9975200	SAMN12574979	AMPLICON	602	33011874	PRJNA559766	Metagenome or environmental	20922861	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722267	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR360-P5	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR360-P5_S135_L001	PHMOR-0360	SRP218488	PH	non-tonsillitis
SRR9975193	SAMN12574980	AMPLICON	602	31473764	PRJNA559766	Metagenome or environmental	20073445	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722274	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR364-P5	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR364-P5_S183_L001	PHMOR-0364	SRP218488	PH	non-tonsillitis
SRR9975194	SAMN12574981	AMPLICON	602	32917962	PRJNA559766	Metagenome or environmental	21198546	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722273	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR370-P5	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR370-P5_S172_L001	PHMOR-0370	SRP218488	PH	non-tonsillitis
SRR9975195	SAMN12574982	AMPLICON	602	36832166	PRJNA559766	Metagenome or environmental	23792408	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722272	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR371-P5	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR371-P5_S184_L001	PHMOR-0371	SRP218488	PH	non-tonsillitis
SRR9975196	SAMN12574983	AMPLICON	602	37627408	PRJNA559766	Metagenome or environmental	24352881	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722271	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR372-P5	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR372-P5_S101_L001	PHMOR-0372	SRP218488	PH	non-tonsillitis
SRR9975190	SAMN12574984	AMPLICON	602	30552102	PRJNA559766	Metagenome or environmental	19997713	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722277	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR374-P5	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR374-P5_S125_L001	PHMOR-0374	SRP218488	PH	non-tonsillitis
SRR9975191	SAMN12574985	AMPLICON	602	23720606	PRJNA559766	Metagenome or environmental	15763697	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722276	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR375-P5	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR375-P5_S137_L001	PHMOR-0375	SRP218488	PH	non-tonsillitis
SRR9975028	SAMN12574986	AMPLICON	602	31124604	PRJNA559766	Metagenome or environmental	19554247	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722439	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR377-P5	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR377-P5_S161_L001	PHMOR-0377	SRP218488	PH	non-tonsillitis
SRR9975027	SAMN12574987	AMPLICON	602	33396552	PRJNA559766	Metagenome or environmental	21399014	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722440	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR380-P5	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR380-P5_S102_L001	PHMOR-0380	SRP218488	PH	non-tonsillitis
SRR9975030	SAMN12574988	AMPLICON	602	22745366	PRJNA559766	Metagenome or environmental	15216761	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722437	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR388-P5	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR388-P5_S186_L001	PHMOR-0388	SRP218488	PH	non-tonsillitis
SRR9975029	SAMN12574989	AMPLICON	602	26373620	PRJNA559766	Metagenome or environmental	16856798	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722438	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR393-P5	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR393-P5_S151_L001	PHMOR-0393	SRP218488	PH	non-tonsillitis
SRR9975024	SAMN12574990	AMPLICON	602	29985620	PRJNA559766	Metagenome or environmental	19826169	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722443	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR396-P5	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR396-P5_S187_L001	PHMOR-0396	SRP218488	PH	non-tonsillitis
SRR9975023	SAMN12574991	AMPLICON	602	27826246	PRJNA559766	Metagenome or environmental	18805959	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722444	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR397-P5	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR397-P5_S104_L001	PHMOR-0397	SRP218488	PH	non-tonsillitis
SRR9975026	SAMN12574992	AMPLICON	602	29197602	PRJNA559766	Metagenome or environmental	18855294	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722441	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR399-P5	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR399-P5_S128_L001	PHMOR-0399	SRP218488	PH	non-tonsillitis
SRR9975025	SAMN12574993	AMPLICON	602	28507710	PRJNA559766	Metagenome or environmental	18382321	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722442	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR404-P5	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR404-P5_S188_L001	PHMOR-0404	SRP218488	PH	non-tonsillitis
SRR9975034	SAMN12574994	AMPLICON	602	25964260	PRJNA559766	Metagenome or environmental	16767381	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722433	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR405-P5	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR405-P5_S105_L001	PHMOR-0405	SRP218488	PH	non-tonsillitis
SRR9975033	SAMN12574995	AMPLICON	602	33273142	PRJNA559766	Metagenome or environmental	21629084	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722434	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR414-P5	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR414-P5_S118_L001	PHMOR-0414	SRP218488	PH	non-tonsillitis
SRR9975006	SAMN12574996	AMPLICON	602	31576706	PRJNA559766	Metagenome or environmental	20294565	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722461	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR420-P5	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR420-P5_S190_L001	PHMOR-0420	SRP218488	PH	non-tonsillitis
SRR9975007	SAMN12574997	AMPLICON	602	26153890	PRJNA559766	Metagenome or environmental	17323496	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722460	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR422-P5	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR422-P5_S119_L001	PHMOR-0422	SRP218488	PH	non-tonsillitis
SRR9975004	SAMN12574998	AMPLICON	602	30623138	PRJNA559766	Metagenome or environmental	19855715	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722463	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR432-P6	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR432-P6_S253_L001	PHMOR-0432	SRP218488	PH	non-tonsillitis
SRR9975005	SAMN12574999	AMPLICON	602	29231314	PRJNA559766	Metagenome or environmental	18605324	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722462	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR433-P6	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR433-P6_S265_L001	PHMOR-0433	SRP218488	PH	non-tonsillitis
SRR9975002	SAMN12575000	AMPLICON	602	25234636	PRJNA559766	Metagenome or environmental	16931564	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722465	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR436-P6	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR436-P6_S206_L001	PHMOR-0436	SRP218488	PH	non-tonsillitis
SRR9975003	SAMN12575001	AMPLICON	602	27500564	PRJNA559766	Metagenome or environmental	17498460	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722464	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR440-P6	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR440-P6_S254_L001	PHMOR-0440	SRP218488	PH	non-tonsillitis
SRR9975000	SAMN12575002	AMPLICON	602	34117146	PRJNA559766	Metagenome or environmental	21998522	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722467	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR444-P6	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR444-P6_S207_L001	PHMOR-0444	SRP218488	PH	non-tonsillitis
SRR9975001	SAMN12575003	AMPLICON	602	31046946	PRJNA559766	Metagenome or environmental	19862205	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722466	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR448-P6	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR448-P6_S255_L001	PHMOR-0448	SRP218488	PH	non-tonsillitis
SRR9975014	SAMN12575004	AMPLICON	602	37493162	PRJNA559766	Metagenome or environmental	23914291	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722453	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR449-P6	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR449-P6_S267_L001	PHMOR-0449	SRP218488	PH	non-tonsillitis
SRR9975015	SAMN12575005	AMPLICON	602	36793638	PRJNA559766	Metagenome or environmental	23679855	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722452	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR451-P6	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR451-P6_S196_L001	PHMOR-0451	SRP218488	PH	non-tonsillitis
SRR9975091	SAMN12575006	AMPLICON	602	44345126	PRJNA559766	Metagenome or environmental	27841745	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722376	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR453-P6	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR453-P6_S220_L001	PHMOR-0453	SRP218488	PH	non-tonsillitis
SRR9975090	SAMN12575007	AMPLICON	602	18864272	PRJNA559766	Metagenome or environmental	12806251	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722377	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR454-P6	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR454-P6_S232_L001	PHMOR-0454	SRP218488	PH	non-tonsillitis
SRR9975089	SAMN12575008	AMPLICON	602	38950002	PRJNA559766	Metagenome or environmental	24789686	CHINESE UNIVERSITY OF HONG KONG	missing	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX6722378	Hong Kong	Asia	Hong Kong: Tsuen Wan	Illumina MiSeq	oral rinse	22.37 N 114.12 E	PHMOR456-P6	PAIRED	PCR	METAGENOMIC	human oral metagenome	ILLUMINA	2019-11-04T00:00:00Z	PHMOR456-P6_S268_L001	PHMOR-0456	SRP218488	PH	non-tonsillitis
