Run	new_sampleid	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Collection_Date	datenum	collectiontime	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	Host	included_in_final_analysis	Instrument	Isolation_source	lat_lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	ScalingFactor	Seq_run	SRA Study	storage	time	timenum	feature.id2	IndividID2	Storage2	Seq_run2	Seq_depth_nospikein	HoursTilFrozen	scaling_factor	SampleDate	SampleTime	SampleTimeCat	HoursAfterSunrise	Month	Year	Season	AgeAtSamplingYears	AgeCat	Sex	GroupAtSampling	Condition_weight	SocialStatus	HoursSinceForagingStart	Temp_max	Temp_min	HourlyTemp	sum_rainfall_month	Bacterial_load	Observed	Shannon	MDS1_WU	MDS2_WU	MDS3_WU	MDS4_WU	MDS1_UU	MDS2_UU	MDS3_UU	MDS4_UU
SRR15929679	Sample334	AMPLICON	501	15438737	PRJNA764180	SAMN21470290	Metagenome or environmental	10016451	ULM UNIVERSITY	2/23/07	39136	1899-12-30 08:17:00	public	"fastq	sra"	"gs	ncbi	s3"	"s3.us-east-1	gs.US	ncbi.public"	SRX12219706	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799480 E	Feature345	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature345	4.143562824	RUN1	SRP337608	FROZEN	8:17:00	0.35	Feature345	ID 115	FROZEN	RUN1	19148	3.248331298	4.143562824	2/23/07	1899-12-30 08:17:00	MORNING	1.822222222	2	2007	WET SUMMER	0.066	YOUNG	M	Group 37	-93.95127986	Subordinate	0.587136364	42	19.5	26.6	9.8	79344	14	1.590421381	-0.212870275	0.123990045	-0.09487178	-0.022462172	-0.212678017	-0.219189502	0.030734206	0.349507218
SRR15929678	Sample335	AMPLICON	501	25115370	PRJNA764180	SAMN21470291	Metagenome or environmental	13632920	ULM UNIVERSITY	3/24/07	39165	1899-12-30 17:39:00	public	"sra	fastq"	"gs	ncbi	s3"	"s3.us-east-1	ncbi.public	gs.US"	SRX12219707	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799481 E	Feature346	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature346	1.68664256	RUN3	SRP337608	FROZEN	17:39:00	0.74	Feature346	ID 20	FROZEN	RUN3	31847	2.637520051	1.68664256	3/24/07	1899-12-30 17:39:00	AFTERNOON	10.92083333	3	2007	WET SUMMER	1.074	MIDDLEAGED	M	Group 40	-75.57530537	Subordinate	9.596507978	31.5	15.5	29.4	7.2	53716	127	2.682590416	-0.177863355	0.056738368	0.075419586	0.10599538	0.043673471	-0.096582016	-0.000266188	-0.003895798
SRR15929677	Sample336	AMPLICON	501	23854344	PRJNA764180	SAMN21470292	Metagenome or environmental	13902160	ULM UNIVERSITY	3/25/07	39166	1899-12-30 10:38:00	public	"sra	fastq"	"ncbi	s3	gs"	"s3.us-east-1	ncbi.public	gs.US"	SRX12219708	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799482 E	Feature347	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature347	5.011737892	RUN3	SRP337608	FROZEN	10:38:00	0.44	Feature347	ID 15	FROZEN	RUN3	26478	1.288875306	5.011737892	3/25/07	1899-12-30 10:38:00	MORNING	3.896111111	3	2007	WET SUMMER	0.614	YOUNG	F	Group 40	-16.23110122	Dominant	2.579841311	35.2	11.7	30.3	6.8	132688	161	3.732449904	-0.04135663	-0.133417267	0.068488569	0.103243535	0.162951537	-0.014021332	-0.026574942	-0.020160941
SRR15929676	Sample337	AMPLICON	501	17350453	PRJNA764180	SAMN21470293	Metagenome or environmental	10607902	ULM UNIVERSITY	3/25/07	39166	1899-12-30 08:02:00	public	"sra	fastq"	"gs	ncbi	s3"	"s3.us-east-1	gs.US	ncbi.public"	SRX12219709	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799483 E	Feature348	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature348	4.337080868	RUN2	SRP337608	FROZEN	8:02:00	0.33	Feature348	ID 93	FROZEN	RUN2	21981	3.888875306	4.337080868	3/25/07	1899-12-30 08:02:00	MORNING	1.296111111	3	2007	WET SUMMER	3.299	MIDDLEAGED	F	Group 37	-64.66867019	Dominant	0	35.2	11.7	17.8	6.8	95324	203	4.145748121	0.112455103	-0.083849567	-0.007401329	0.04450951	0.150031568	0.126179811	-0.129054926	-0.037919081
SRR15929675	Sample338	AMPLICON	501	28431451	PRJNA764180	SAMN21470294	Metagenome or environmental	15835339	ULM UNIVERSITY	3/25/07	39166	1899-12-30 10:59:00	public	"sra	fastq"	"s3	gs	ncbi"	"gs.US	ncbi.public	s3.us-east-1"	SRX12219710	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799484 E	Feature349	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature349	0.191009974	RUN3	SRP337608	FROZEN	10:59:00	0.46	Feature349	ID 105	FROZEN	RUN3	22386	0.938875306	0.191009974	3/25/07	1899-12-30 10:59:00	MORNING	4.246111111	3	2007	WET SUMMER	2.518	MIDDLEAGED	M	Group 37	-35.48845133	Subordinate	2.929841311	35.2	11.7	30.3	6.8	4276	504	5.120814317	0.17220312	0.089450315	0.055568133	-0.044907022	-0.118853589	0.295024552	-0.159098635	-0.023972756
SRR15929674	Sample339	AMPLICON	501	23276201	PRJNA764180	SAMN21470295	Metagenome or environmental	13739134	ULM UNIVERSITY	3/27/07	39168	1899-12-30 10:24:00	public	"fastq	sra"	"s3	ncbi	gs"	"s3.us-east-1	gs.US	ncbi.public"	SRX12219711	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799485 E	Feature350	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature350	0.170063281	RUN2	SRP337608	FROZEN	10:24:00	0.43	Feature350	ID 26	FROZEN	RUN2	13671	1.522208639	0.170063281	3/27/07	1899-12-30 10:24:00	MORNING	3.646666667	3	2007	WET SUMMER	0.258	YOUNG	F	Group 5	-25.62721765	Subordinate	2.346507978	34.6	20.5	27.6	6.8	2341	427	4.89036009	0.203764061	0.125458903	0.084031948	-0.084025696	-0.264542264	0.355388796	-0.178926262	0.116769328
SRR15929576	Sample34	AMPLICON	501	25446265	PRJNA764180	SAMN21469984	Metagenome or environmental	14952127	ULM UNIVERSITY	4/29/03	37740	1899-12-30 17:39:00	public	"sra	fastq"	"ncbi	s3	gs"	"gs.US	s3.us-east-1	ncbi.public"	SRX12219809	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799197 E	Feature39	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature39	0.339213029	RUN1	SRP337608	FROZEN	17:39:00	0.74	Feature39	ID 4	FROZEN	RUN1	26634	2.006134201	0.339213029	4/29/03	1899-12-30 17:39:00	AFTERNOON	10.62	4	2003	WET SUMMER	4.523	MIDDLEAGED	M	Group 36	-8.913071715	Dominant	0.471047583	31.6	10.4	27.1	0	9023	411	4.175390655	0.20292471	0.217765473	0.079844653	-0.096348942	-0.255057645	0.270930238	0.103930797	-0.018583708
SRR15929672	Sample340	AMPLICON	501	19237631	PRJNA764180	SAMN21470296	Metagenome or environmental	10932594	ULM UNIVERSITY	3/27/07	39168	1899-12-30 09:21:00	public	"fastq	sra"	"ncbi	s3	gs"	"ncbi.public	gs.US	s3.us-east-1"	SRX12219713	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799486 E	Feature351	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature351	8.969871795	RUN3	SRP337608	FROZEN	9:21:00	0.39	Feature351	ID 75	FROZEN	RUN3	21971	2.572208639	8.969871795	3/27/07	1899-12-30 09:21:00	MORNING	2.596666667	3	2007	WET SUMMER	1.112	MIDDLEAGED	F	Group 36	-56.99585501	Subordinate	1.296507978	34.6	20.5	25.7	6.8	197081	167	4.069192124	0.097072368	-0.186322272	-0.046979623	-0.072322218	0.231746745	0.066212393	-0.075562001	0.029983308
SRR15929671	Sample341	AMPLICON	501	27053943	PRJNA764180	SAMN21470297	Metagenome or environmental	15350468	ULM UNIVERSITY	3/27/07	39168	1899-12-30 09:23:00	public	"sra	fastq"	"ncbi	s3	gs"	"ncbi.public	gs.US	s3.us-east-1"	SRX12219714	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799487 E	Feature352	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature352	3.878863479	RUN3	SRP337608	FROZEN	9:23:00	0.39	Feature352	ID 88	FROZEN	RUN3	30091	2.538875306	3.878863479	3/27/07	1899-12-30 09:23:00	MORNING	2.63	3	2007	WET SUMMER	1.112	MIDDLEAGED	M	Group 36	-48.21950172	Subordinate	1.329841311	34.6	20.5	25.7	6.8	116726	201	3.869786405	0.101491498	-0.092673125	-0.145020404	0.040830429	0.171791984	0.121433881	-0.106528446	-0.026879502
SRR15929670	Sample342	AMPLICON	501	14239338	PRJNA764180	SAMN21470298	Metagenome or environmental	8380885	ULM UNIVERSITY	3/28/07	39169	1899-12-30 17:55:00	public	"fastq	sra"	"s3	ncbi	gs"	"gs.US	ncbi.public	s3.us-east-1"	SRX12219715	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799488 E	Feature353	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature353	0.738053967	RUN3	SRP337608	FROZEN	17:55:00	0.75	Feature353	ID 23	FROZEN	RUN3	10263	2.370853385	0.738053967	3/28/07	1899-12-30 17:55:00	AFTERNOON	11.15527778	3	2007	WET SUMMER	1.321	MIDDLEAGED	F	Group 5	-42.13608858	Subordinate	0.07341777	30.7	18	29.4	8.6	7572	193	4.09266518	0.210008987	0.145535753	0.104532125	0.014875459	-0.253071812	0.151767192	0.146388042	-0.078040852
SRR15929669	Sample343	AMPLICON	501	15153930	PRJNA764180	SAMN21470299	Metagenome or environmental	9072259	ULM UNIVERSITY	3/27/07	39168		public	"sra	fastq"	"s3	gs	ncbi"	"s3.us-east-1	ncbi.public	gs.US"	SRX12219716	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	FALSE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799489 E	Feature354	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature354		RUN2	SRP337608	FROZEN																																						
SRR15929668	Sample344	AMPLICON	501	17675719	PRJNA764180	SAMN21470300	Metagenome or environmental	9749123	ULM UNIVERSITY	3/30/07	39171	1899-12-30 08:42:00	public	"sra	fastq"	"ncbi	s3	gs"	"ncbi.public	s3.us-east-1	gs.US"	SRX12219717	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799490 E	Feature355	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature355	8.137615649	RUN3	SRP337608	FROZEN	8:42:00	0.36	Feature355	ID 89	FROZEN	RUN3	22542	3.222208639	8.137615649	3/30/07	1899-12-30 08:42:00	MORNING	1.9225	3	2007	WET SUMMER	1.121	MIDDLEAGED	M	Group 36	-31.3858645	Subordinate	0.646507978	32.2	18.4	22.8	18.4	183438	172	3.498728182	-0.045649745	-0.089150785	-0.133442677	-0.06117514	0.176158077	0.071783833	0.060927166	-0.028689402
SRR15929667	Sample345	AMPLICON	501	14495838	PRJNA764180	SAMN21470301	Metagenome or environmental	8088518	ULM UNIVERSITY	3/30/07	39171	1899-12-30 09:08:00	public	"fastq	sra"	"ncbi	s3	gs"	"s3.us-east-1	gs.US	ncbi.public"	SRX12219718	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799491 E	Feature356	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature356	7.589891519	RUN3	SRP337608	FROZEN	9:08:00	0.38	Feature356	ID 78	FROZEN	RUN3	19895	2.788875306	7.589891519	3/30/07	1899-12-30 09:08:00	MORNING	2.355833333	3	2007	WET SUMMER	0.912	YOUNG	F	Group 36	26.97197507	Subordinate	1.079841311	32.2	18.4	22.8	18.4	150997	157	3.643734984	0.018753566	-0.084952843	-0.122305794	-0.11979214	0.221079886	-0.010168354	0.01818682	-0.012219576
SRR15929666	Sample346	AMPLICON	501	29264462	PRJNA764180	SAMN21470302	Metagenome or environmental	17064159	ULM UNIVERSITY	3/30/07	39171	1899-12-30 09:20:00	public	"sra	fastq"	"ncbi	s3	gs"	"ncbi.public	gs.US	s3.us-east-1"	SRX12219719	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799492 E	Feature357	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature357	4.221116139	RUN2	SRP337608	FROZEN	9:20:00	0.39	Feature357	ID 87	FROZEN	RUN2	36980	2.588875306	4.221116139	3/30/07	1899-12-30 09:20:00	MORNING	2.555833333	3	2007	WET SUMMER	1.567	MIDDLEAGED	M	Group 36	-28.38005689	Subordinate	1.279841311	32.2	18.4	22.8	18.4	156089	204	3.404502378	-0.021416035	-0.025136909	-0.16675943	-0.007782318	0.138209229	0.037387102	0.080818191	-0.105176272
SRR15929665	Sample347	AMPLICON	501	24590717	PRJNA764180	SAMN21470303	Metagenome or environmental	13444322	ULM UNIVERSITY	3/30/07	39171	1899-12-30 09:23:00	public	"sra	fastq"	"ncbi	gs	s3"	"ncbi.public	gs.US	s3.us-east-1"	SRX12219720	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799493 E	Feature358	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature358	3.523878205	RUN3	SRP337608	FROZEN	9:23:00	0.39	Feature358	ID 91	FROZEN	RUN3	32166	2.538875306	3.523878205	3/30/07	1899-12-30 09:23:00	MORNING	2.605833333	3	2007	WET SUMMER	0.912	YOUNG	M	Group 36	-8.532210873	Subordinate	1.329841311	32.2	18.4	22.8	18.4	113347	143	2.780519809	0.064114855	0.0554554	-0.172817025	-0.055737114	0.054387108	0.00133112	0.123170634	-0.10720782
SRR15929664	Sample348	AMPLICON	501	24981760	PRJNA764180	SAMN21470304	Metagenome or environmental	14130694	ULM UNIVERSITY	4/1/07	39173	1899-12-30 10:03:00	public	"sra	fastq"	"gs	s3	ncbi"	"ncbi.public	gs.US	s3.us-east-1"	SRX12219721	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799494 E	Feature359	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature359	3.697183691	RUN3	SRP337608	FROZEN	10:03:00	0.42	Feature359	ID 22	FROZEN	RUN3	31271	1.872208639	3.697183691	4/1/07	1899-12-30 10:03:00	MORNING	3.256666667	3	2007	WET SUMMER	1.548	MIDDLEAGED	F	Group 5	-11.17808645	Subordinate	1.996507978	32.2	17.5	25.3	23.4	115611	192	3.885646914	0.064845162	-0.039138242	-0.056812733	-0.000710366	0.238194523	0.029598807	-0.026873533	-0.015174993
SRR15929663	Sample349	AMPLICON	501	13651978	PRJNA764180	SAMN21470305	Metagenome or environmental	7792949	ULM UNIVERSITY	4/6/07	39178	1899-12-30 17:55:00	public	"sra	fastq"	"s3	ncbi	gs"	"ncbi.public	gs.US	s3.us-east-1"	SRX12219722	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799495 E	Feature360	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature360	1.376370912	RUN2	SRP337608	FROZEN	17:55:00	0.75	Feature360	ID 44	FROZEN	RUN2	20011	1.739467535	1.376370912	4/6/07	1899-12-30 17:55:00	AFTERNOON	11.08305556	4	2007	WET SUMMER	3.367	MIDDLEAGED	F	Group 5	-73.10309472	Dominant	0.73771425	33.5	16.8	31.4	18.6	27549	38	1.542495781	-0.232734034	0.141959829	-0.030728718	0.012601778	-0.306326991	-0.221563955	-0.007979429	0.207377343
SRR15929565	Sample35	AMPLICON	501	61947996	PRJNA764180	SAMN21469985	Metagenome or environmental	36315781	ULM UNIVERSITY	5/25/03	37766	1899-12-30 12:57:00	public	"sra	fastq"	"gs	s3	ncbi"	"s3.us-east-1	ncbi.public	gs.US"	SRX12219820	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.800289 E	Feature40	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature40	0.413921719	RUN4	SRP337608	FROZEN	12:57:00	0.54	Feature40	ID 52	FROZEN	RUN4	72726	0.5	0.413921719	5/25/03	1899-12-30 12:57:00	MORNING	5.679166667	5	2003	DRY WINTER	0.704	YOUNG	M	Group 16	-15.05693048	Subordinate	4.037244302	27.1	8	26.3	0	30108	216	1.587885845	0.160655459	0.190699631	0.080341044	-0.06906293	-0.323070191	0.223625232	0.321497031	0.077810435
SRR15929661	Sample350	AMPLICON	501	12298165	PRJNA764180	SAMN21470306	Metagenome or environmental	6862657	ULM UNIVERSITY	4/7/07	39179	1899-12-30 07:35:00	public	"sra	fastq"	"gs	s3	ncbi"	"ncbi.public	s3.us-east-1	gs.US"	SRX12219724	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799496 E	Feature361	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature361	5.78277449	RUN3	SRP337608	FROZEN	7:35:00	0.32	Feature361	ID 107	FROZEN	RUN3	14885	4.860795455	5.78277449	4/7/07	1899-12-30 07:35:00	MORNING	0.741666667	4	2007	WET SUMMER	2.488	MIDDLEAGED	M	Group 2	-32.21647485	Subordinate	0	34.4	16.7	19.8	18.6	86075	82	2.8063376	-0.116956793	0.047037645	-0.12007268	0.012743572	-0.032324171	-0.145028118	0.008893517	-0.130601032
SRR15929596	Sample351	AMPLICON	501	13835112	PRJNA764180	SAMN21470307	Metagenome or environmental	8291202	ULM UNIVERSITY	4/10/07	39182	1899-12-30 18:15:00	public	"fastq	sra"	"gs	ncbi	s3"	"gs.US	ncbi.public	s3.us-east-1"	SRX12219789	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799497 E	Feature362	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature362	0.354444867	RUN1	SRP337608	FREEZEDRIED	18:15:00	0.76	Feature362	ID 45	FREEZEDRIED	RUN1	11426	1.406134201	0.354444867	4/10/07	1899-12-30 18:15:00	AFTERNOON	11.38388889	4	2007	WET SUMMER	3.378	MIDDLEAGED	F	Group 5	-63.42002708	Subordinate	1.071047583	31.2	18.2	29.2	28.6	4041	349	5.016908255	0.176841744	0.042807659	0.020733653	-0.047519984	-0.232919088	0.308446996	-0.198779149	0.121091252
SRR15929595	Sample352	AMPLICON	501	8186910	PRJNA764180	SAMN21470308	Metagenome or environmental	4524446	ULM UNIVERSITY	4/11/07	39183	1899-12-30 17:05:00	public	"fastq	sra"	"ncbi	gs	s3"	"gs.US	s3.us-east-1	ncbi.public"	SRX12219790	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799498 E	Feature363	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature363	8.869086719	RUN3	SRP337608	FROZEN	17:05:00	0.71	Feature363	ID 104	FROZEN	RUN3	12583	2.572800868	8.869086719	4/11/07	1899-12-30 17:05:00	AFTERNOON	10.20916667	4	2007	WET SUMMER	3.088	MIDDLEAGED	M	Group 2	10.27981924	Subordinate	8.547858145	32.1	18	31.5	29.6	111602	151	4.058628272	-0.066084454	-0.147588874	0.053389072	-0.060137463	0.240818393	-0.010025164	0.016523271	0.044608221
SRR15929594	Sample353	AMPLICON	501	33826895	PRJNA764180	SAMN21470309	Metagenome or environmental	18239710	ULM UNIVERSITY	4/11/07	39183	1899-12-30 17:47:00	public	"fastq	sra"	"s3	ncbi	gs"	"gs.US	ncbi.public	s3.us-east-1"	SRX12219791	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799499 E	Feature364	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature364	0.799745408	RUN3	SRP337608	FROZEN	17:47:00	0.74	Feature364	ID 109	FROZEN	RUN3	45810	1.872800868	0.799745408	4/11/07	1899-12-30 17:47:00	AFTERNOON	10.90916667	4	2007	WET SUMMER	1.622	MIDDLEAGED	M	Group 2	-86.82361466	Subordinate	0.604380917	32.1	18	29.7	29.6	36634	167	2.51305888	0.183205076	0.25193939	0.067103976	-0.084226114	-0.330515437	0.126608362	0.148901079	0.049482511
SRR15929593	Sample354	AMPLICON	501	11164219	PRJNA764180	SAMN21470310	Metagenome or environmental	6314979	ULM UNIVERSITY	4/12/07	39184	1899-12-30 11:02:00	public	"fastq	sra"	"s3	ncbi	gs"	"s3.us-east-1	ncbi.public	gs.US"	SRX12219792	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799500 E	Feature365	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature365	1.107080951	RUN3	SRP337608	FROZEN	11:02:00	0.46	Feature365	ID 100	FROZEN	RUN3	10474	1.410795455	1.107080951	4/12/07	1899-12-30 11:02:00	MORNING	4.150833333	4	2007	WET SUMMER	1.126	MIDDLEAGED	F	Group 37	-88.71904437	Subordinate	2.497858145	31.3	15.1	27	29.6	11592	239	4.093479905	0.20431398	0.195611804	0.12181948	-0.125405045	-0.123163787	0.191529099	0.251886149	0.017557165
SRR15929592	Sample355	AMPLICON	501	17313909	PRJNA764180	SAMN21470311	Metagenome or environmental	9529702	ULM UNIVERSITY	4/13/07	39185	1899-12-30 09:53:00	public	"sra	fastq"	"gs	s3	ncbi"	"ncbi.public	s3.us-east-1	gs.US"	SRX12219793	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799501 E	Feature366	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature366	3.170075172	RUN3	SRP337608	FROZEN	9:53:00	0.41	Feature366	ID 109	FROZEN	RUN3	26032	2.560795455	3.170075172	4/13/07	1899-12-30 09:53:00	MORNING	2.9925	4	2007	WET SUMMER	1.627	MIDDLEAGED	M	Group 37	-69.81808253	Subordinate	1.347858145	28.1	11.6	20.5	29.6	82529	144	2.081424432	-0.216327294	0.07996642	0.035031219	-0.008551487	0.164792918	-0.029097195	0.067382935	-0.047177307
SRR15929591	Sample356	AMPLICON	501	43381830	PRJNA764180	SAMN21470312	Metagenome or environmental	24507102	ULM UNIVERSITY	4/13/07	39185	1899-12-30 10:55:00	public	"sra	fastq"	"s3	gs	ncbi"	"s3.us-east-1	ncbi.public	gs.US"	SRX12219794	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799502 E	Feature367	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature367	0.13538268	RUN3	SRP337608	FROZEN	10:55:00	0.45	Feature367	ID 18	FROZEN	RUN3	29135	1.527462121	0.13538268	4/13/07	1899-12-30 10:55:00	MORNING	4.025833333	4	2007	WET SUMMER	1.353	MIDDLEAGED	M	Group 40	-50.95023161	Subordinate	2.381191478	28.1	11.6	22.6	29.6	3943	496	4.569085807	0.225190964	0.225337802	0.119483925	-0.104325883	-0.241891711	0.307844632	-0.095812435	0.089019646
SRR15929590	Sample357	AMPLICON	501	23486071	PRJNA764180	SAMN21470313	Metagenome or environmental	14229548	ULM UNIVERSITY	4/13/07	39185	1899-12-30 10:00:00	public	"fastq	sra"	"s3	gs	ncbi"	"s3.us-east-1	gs.US	ncbi.public"	SRX12219795	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799503 E	Feature368	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature368	0.551606372	RUN2	SRP337608	FREEZEDRIED	10:00:00	0.42	Feature368	ID 71	FREEZEDRIED	RUN2	24224	2.444128788	0.551606372	4/13/07	1899-12-30 10:00:00	MORNING	3.109166667	4	2007	WET SUMMER	2.321	MIDDLEAGED	F	Group 36	7.945851215	Subordinate	1.464524811	28.1	11.6	20.5	29.6	13363	359	4.625082307	0.171698229	-0.007331873	-0.060696472	-0.002667217	-0.148525984	0.250965255	-0.202196013	-0.031260137
SRR15929589	Sample358	AMPLICON	501	12084545	PRJNA764180	SAMN21470314	Metagenome or environmental	7008792	ULM UNIVERSITY	4/13/07	39185	1899-12-30 18:01:00	public	"fastq	sra"	"s3	ncbi	gs"	"s3.us-east-1	ncbi.public	gs.US"	SRX12219796	South Africa	Africa	South Africa: Kalahari Research Station	Suricata suricatta	TRUE	Illumina MiSeq	FAECAL PELLET	27.001387 S 21.799504 E	Feature369	PAIRED	PCR	METAGENOMIC	metagenome	ILLUMINA	2021-09-17T00:00:00Z	Feature369	1.018514475	RUN3	SRP337608	FROZEN	18:01:00	0.75	Feature369	ID 103	FROZEN	RUN3	15241	1.639467535	1.018514475	4/13/07	1899-12-30 18:01:00	AFTERNOON	11.12583333	4	2007	WET SUMMER	3.137	MIDDLEAGED	M	Group 37	-17.48589291	Subordinate	0.83771425	28.1	11.6	25.1	29.6	15507	139	2.357935164	0.032658206	0.150311909	0.064385648	-0.036586705	-0.192511455	0.03416965	0.129540974	-0.004012458
